singular_peace,singular_force,collective_peace,collective_force,tweet,,,,
0,0,0,0,"\\\\\\""@LGiUSAchapter: \\\""\\\""@lisamina46: \\\""\\\""@JessaSoyosa: Truly madly deeply by savage garden\\nLYCA INVADES PUERTO PRINSESA\\\""\\\""\\\""\\\""\\\""\\\""""",,,,
0,0,0,0,It smells as if they were coocking spaghetti in my house but i'm the only one home\ud83d\ude2d,,,,
0,0,0,0,phone on 93%,,,,
0,0,0,0,Holly Bloodworth Kentucky STOY : more PD on grant writing to ensure equal access to these funds. #NTOY14,,,,
0,0,0,0,File. Journ. \\n#Feature,,,,
0,0,0,0,@furgersen7 thanks. Very interesting!,,,,
0,0,0,0,#wizscd folloowwme,,,,
1,0,0,0,Fuck tha bus,,,,
0,0,0,0,@DestraGarcia pumping to private Ryan 25minute workout as I wait for my bus ah Cyahh keep still.... destra you definitely is Dr MASH up gyal,,,,
1,0,0,1,I can't imagine having the person I love most having rocks thrown at him..or having their lives in danger at all.,,,,
0,0,0,0,"\\\\\\""you're really brave to be wearing that jets jersey in public!\\\""\\\"" -my comm professor to me""",,,,
0,0,0,0,@garrettxgucci awww I'm too down when are you free?,,,,
0,0,0,0,Positive that Michelle Tanner is the cutest kid in tv history,,,,
0,0,0,0,@LEOPARDPRINT_ \ud83d\ude02\ud83d\ude02 nah cuz some people needed to do more,,,,
0,0,0,0,I Mean It's Crazy...What ?... We Finish Each Others....,,,,
0,0,0,0,@fatimahantosh you shoulda said hi,,,,
0,0,0,0,@Sand0khxn omg slyly true,,,,
0,0,0,0,@Valori__h why you think messicans always rockin em,,,,
0,0,0,0,"\\\\\\""@AP_Oddities: VIDEO: Thailand tries to break record for world's largest gathering of Santa's elves: http://t.co/cRKitxfZtb\\\""\\\""""",,,,
0,0,0,0,@wackycabello thanks angelina \u2764\ufe0f,,,,
0,0,0,0,I just need 2 find me ah cute lil job &amp; start living,,,,
0,0,0,1,"*comes back to Bay Area*\\n\\\\\\""There is a standoff on 580 west between protesters and police\\\""\\\"" http://t.co/uUDvJdUpmQ""",,,,
0,0,0,0,I learned from the best @SherriEShepherd im just returning  the favor!!! \u2661,,,,
0,0,0,0,@pilllclinton that's wack. Birds love trees =/\\n\\nCan I see it tho...juss curious,,,,
0,0,0,0,"I'm peeling like a mofo. Yes, that is my skin http://t.co/xMWiQu4Bmh",,,,
0,0,0,0,Want to find out about a preparing for adulthood review listen vicky @hsacymru to http://t.co/Uh1mziHlVU @PfA_tweets @CDC_tweets,,,,
0,0,0,0,"God is Not calling us to go to church, He is calling us To Be His Church. The hope for the world. It's service time. https://t.co/Mn75GnwMjC",,,,
0,0,0,0,@T_A_W_ Thank u.  Who is this?,,,,
0,0,0,0,@tythecoolguy let me but that off you for 5$,,,,
0,0,0,0,@BrennenCTaylor played groove for us @JackJackJohnson @jackgilinsky  #Groove http://t.co/rDAX0zWEZc,,,,
0,0,0,0,\u201c@BW: A Thanksgiving survival guide for travelers with snow anxiety: http://t.co/UqoYWPkShP\u201d,,,,
1,0,0,0,You feel that burning up in your chest ? ?? .. That's our ancestors crying out,,,,
0,0,0,0,@wanlov @wunpinifm @Niggarett_ Hahaha ei Kubolor. Lol I guess that's what I need to start my year. Lmao,,,,
0,0,0,1,"Sirens approaching, fires getting real big, some ppl concerned abt nearby gas station  #berkeleyprotests http://t.co/vGVxQ3gGfG",,,,
0,0,0,0,"This guy! \ud83d\udc4c RT @AJD_20: @timabel @LAGalaxy @robbierogers you can give it to Tim. First the worst, second the best. \ud83d\udc4d\ud83d\udc4d",,,,
0,0,0,0,Hmmm only a few days of November left to leverage me into continuing the #GH train... #ICant.. smdh,,,,
0,0,0,0,Wyoming Mom's Video of Daughter Ditching Class Goes Viral: Hell hath no fury as a single mother with three children\u2026 http://t.co/jB8waIVHyl,,,,
0,0,0,0,Shadekay got her rollers in \ud83d\ude0f okay I see you \ud83d\ude4c,,,,
0,0,0,0,Calling it a night ! .,,,,
1,0,0,0,Let's talk about race &amp; disability... Does your race and disability plays a factor in your life? ~ Zarifa,,,,
0,0,0,0,@mizzieashitey girl after my own heart x,,,,
0,0,0,0,"@8theistkidbooks It's obvious you care very deeply for children, so I think at least on this subject you should wear your #humanist hat.",,,,
0,0,0,0,@m3jstile damn. I'm glad I don't have to go through there.,,,,
0,0,0,0,@ethagreat_  March up brah,,,,
0,0,0,0,"Ah, this is a shithouse.",,,,
0,0,0,0,Lmao how you get dressed up tryna look cute but don't do shit wit yo hair?! #Smh #OnlyKansasCity,,,,
0,0,0,0,"If you're  going to cheat, cheat death. Not your school work. Not your job. Not your other half. Not your family.  Not your friends.",,,,
0,0,0,0,"I'm at CityTarget in Seattle, WA https://t.co/K13cKOdVEy",,,,
0,0,0,0,@kaskade 's Coachella set got me like http://t.co/9vvzyhDsap,,,,
0,0,0,0,"@FT 5 hours and 50 minutes at FL290.  Shows how much the commercial airlines sandbag it, even on the JFK-LCY flight.",,,,
1,0,0,0,@Tedderman1 we only found out about Ferguson. It's got to be that way all over the country. They are back I tell you.,,,,
0,0,0,0,Happy bday \ud83d\udc96 @_lilcee,,,,
0,0,0,0,@tbhsantiago smh I'm dumber than the girl that posted this in the first place. In*,,,,
0,0,0,0,Yay another 3 8-hour shifts in a row \ud83d\ude2c,,,,
0,0,0,0,Shout out to Coke for hooking me up #ShareaCoke #DJ #Zeke #DJZekeapproved @ #ShareaCoke http://t.co/XuZMgdbzCt,,,,
0,0,0,0,*HELLA-ODUB*!!!! WHO$ WORLD???? #OURworld #ferguson #oakland #hellaodub @ Beautiful Lake Merritt http://t.co/8ORQiHdZIs,,,,
0,0,0,0,Cause I'd say every single team in the NFC West could beat the Saints.,,,,
0,0,0,0,Everytime the teacher calls out lashwana it's impossible for me not to die\ud83d\ude2d,,,,
0,0,0,0,@kristinallen44 @hollycj91 @Sitabhuller @LeonFagbemi @DougFordyce @BillyJacques Final Saturday for acro stars Make em shine #tumble @BBCOne,,,,
0,0,0,0,#FirstFriday @ St. Basil Catholic Church http://t.co/kWGnIDoxrL,,,,
0,0,0,0,@iTweetSwift if you lived here you could walk down the block and get some because nobody sleeps in this town. #welcometonewyork #comeloveme,,,,
0,0,0,0,@SirTychoTronic it's actually not - I think it's just ready to go and this particular application of cream and bralette is what set it off,,,,
0,0,0,0,"Do not stop when you are tired , stop when you are done",,,,
0,0,0,0,Cock a doodle doo,,,,
0,0,0,0,Stop trying to someone else\\nand start being you.\\n #IkayMeetsMarissa\\n\\nMore Than Words Day19,,,,
0,0,0,0,@jeheeca i love you jess,,,,
0,0,0,0,@SACRlLEGE I got it from talkin to u so much,,,,
0,0,0,0,Lmao me. http://t.co/ytesce52XM,,,,
0,0,0,0,FUC America,,,,
0,0,0,0,Ohohoho trust issues,,,,
0,0,0,0,"Bruh. My roommate and her boyfriend are one beautiful couple. Good looks, talent, and good people. Ugh. Gtfo.",,,,
0,0,0,0,The Twins \ud83d\udc6d \\n\\n#gambarakukauyangpanas #student #cardiff #Malaysian @ Malaysia Hall http://t.co/AQ0v0aUx7x,,,,
0,0,0,0,@11_2011 first week syllabus !!,,,,
0,0,0,0,@Stephiee_b90 stop...nose piercings + tattoos &amp; an accent. Live it up girly \ud83d\ude09,,,,
0,0,0,0,In college? Interested in spending your summer in NYC working on nifty cloud tech on my team at Bloomberg? Check out https://t.co/JYOu7WGvZ3,,,,
1,0,0,0,"@okokokIgetit @hiphoplibrary and don't call them negroid, you ain't superior over anyone, ya dirty Jew.",,,,
0,0,0,0,@youngbossmonn @AlmightyKingRaf raff Make sure u call out bruh tomorrow n Monn Make sure u dont bullshit nigga iight,,,,
0,0,0,0,@LoganFitzmo but swishers bruh,,,,
0,0,0,0,it's so cold in my room.,,,,
0,0,0,0,This is going to be a very long day.,,,,
0,0,0,0,Wrong day for pants. I repeat wrong day for pants! #HeatStroke,,,,
1,0,0,0,@ManuelGotsBars wait what was he officer in fear an unarmed black boy ?,,,,
0,0,0,0,"I know everything happens for a reason, but sometimes I wish I knew what that reason was.",,,,
0,0,0,0,'do I look like an industry fuck boy?' @teens4weenz,,,,
0,0,0,0,Welp. White people gon' white.,,,,
0,0,0,0,Who has the best boss ever? Ambassador OLIVO! \ud83c\udf89\ud83c\udf8a\ud83c\udf88#armaniambassador2014 @ Giorgio Armani Corp Office http://t.co/zK4yhsLCko,,,,
0,0,0,0,I'm at O. E. S. M https://t.co/UITpUkIhEK,,,,
1,0,0,0,@NZ2OCasey more oppressed than you,,,,
0,0,0,0,@klaudiadominiq okay thank you \ud83d\ude0a so she is a mess huh?,,,,
0,0,0,0,I'm wheezing like I foreal cannot breathe,,,,
0,0,0,0,"@ThatKevinSmith @ComicBookMenAMC I love you, man. But that's some tone-deaf timing you got there.",,,,
0,0,0,0,#missamerica on a bomber. 1940. At the 1939-40 #worldsfair exhibit #nytransitmuseum #grandcentral #nyc\u2026 http://t.co/V4vqoFJHYb,,,,
0,0,0,0,The fact that I get my license on Monday has me so excited \ud83d\udc4f,,,,
0,0,0,0,Look how cute this shit is http://t.co/YgMbEF7i1A,,,,
1,0,0,1,"@NickCannon: No need for the gas, we already had tears",,,,
1,0,0,0,"I guess if you're not white, you're guilty until proven innocent. #Ferguson",,,,
0,0,0,0,@kissane I would cherish whiny Serial fan Turkey Day tweets after grandma says Imma let you finish but 48 hours Mystery is greatest alltime,,,,
0,0,0,0,Coffee Alley-ing after queueing for an hour &amp; a half. Last night in HK! Bitin! \ud83d\ude01\\n\\n#gv #HK\u2026 http://t.co/V5f18Db2Dk,,,,
0,0,0,0,"not everything is about you,  you know.",,,,
0,0,0,0,If u don't get a full tank tomorrow morning I'm gone cry,,,,
1,0,0,0,"Honestly don't care , you'll never change my opinion on white people &amp; police officers  ion care what you say",,,,
1,0,0,0,Announce the verdict already!! Why wait until the evening when things tend to become more escalated?? #idiots  #JusticeForMikeBrown @cnnbrk,,,,
0,0,0,1,Scattering people after loud pops and maybe tear gas #Oakland #Ferguson,,,,
0,0,0,0,My texts are all kinds of messed up i get them like an hour late,,,,
0,0,0,0,@ShulbyMillur ya sure. Go for it,,,,
0,0,0,0,@KareemMakki1 bro wtf i didn't know it was your birthday. We would've partied in the counselors office \ud83d\ude02\ud83d\ude02\ud83d\ude02 happy birthday sexy \u2764\ufe0f\ud83c\udf89,,,,
0,0,0,0,. @sarahnickatina makes me taste things I don't want to,,,,
0,0,0,0,Squad coming into the city this weekend gunna be a great one for @dpfromdc last one #ccucrew,,,,
0,0,0,0,I'm at Gamma studio in Lima https://t.co/NbWMotZLxP,,,,
0,0,0,0,I need to get up,,,,
0,0,0,0,Icip icip hotel.. huftttttt.,,,,
1,0,0,0,They allowed money and it's acquisition to define them. They couldn't live in a world without it.,,,,
0,0,0,0,good morning \ud83d\ude18,,,,
0,0,0,0,"Michele Roberts, incoming head of NBPA, and first woman to head a major sports union, will speak at SBJ Game Changers conference Sept 16.",,,,
0,0,0,0,\ud83d\ude14 I wanna go home. Fuck college.,,,,
0,0,0,0,Running late to work\ud83d\ude05 thank god none of my bosses are in till 5 lol,,,,
0,0,0,0,@g_angiieee ill help you \ud83d\ude04,,,,
0,0,0,0,"Philip K Dick liked Dragnet? Of course he did, marvellous chap",,,,
0,0,0,0,Ew I'm home,,,,
0,0,0,0,500 days of summer is such a great movie,,,,
0,0,0,0,@DDiPonzio because I'm sure nothing you've put out there tonight suggested that it was about race lol good try. Goodnight,,,,
0,0,0,0,"305-No-fault Christmas Party! @ Club Fifty At Viceroy,Miami http://t.co/BY1IKIgRBJ",,,,
0,0,1,0,"DO YOU HEAR THE PEOPLE SINGING? HONG KONG POLICE, SHAME ON YOU!",,,,
0,0,0,0,"Waverly Pl, New York  http://t.co/f4bNvsnE5H",,,,
0,0,0,0,Let's do this .... #CloverleafFamilyBowl http://t.co/bhqWK5VD1S,,,,
0,0,0,0,"Tomato, spinach and turkey! I honestly just thought the colors were pretty! @ maria's kitchen http://t.co/bDW8sz4l4k",,,,
0,0,0,0,"We get it youre pregnant, stop with the pics",,,,
0,0,0,0,@arseblog my brother and I are in Barcelona and were wondering if you could suggest a place we could catch the Arsenal game tomorrow? Thanks,,,,
0,0,0,0,Beautiful @SenateHouseLib lights \ud83c\udfeb\ud83d\udca1\ud83d\udea9 Perfect example of #ArtDeco #London #Architecture http://t.co/n0Q1bYRf2N,,,,
0,0,0,0,@brooke4veterans thank you much love xxx,,,,
0,0,0,0,Niver do Luan tuts tuts tuts #UnidasEmHappyBDayLS,,,,
0,0,0,0,Hollywood @ Hollywood Roosevelt - a Thompson Hotel http://t.co/Jxa8bJgUhe,,,,
0,0,0,0,"@CopyCurmudgeon Oh aye, there's always that I suppose.",,,,
0,0,0,0,Can't really wait until February \ud83d\udc9b,,,,
0,0,0,0,70 degrees?? We out to west 4th,,,,
1,0,0,0,"You know what,  fuck y'all",,,,
0,0,0,0,You just ruined it all.,,,,
0,0,0,0,@pattistanger @KatyLaneDesigns @Oprah @48hours Patti the cigar after dinner soooo tacky\ud83d\udcad\ud83d\udcad\ud83d\udcad\ud83d\udcad\ud83d\udcad,,,,
0,0,0,0,"\\\\\\"" I love you and I don\u2019t want to lose you because my life has been better since the day I found you.\\\""\\\"" this @amberkenzir @ChericaTPC haha""",,,,
0,0,0,0,I'm at Dupont Triangle Park http://t.co/wY2QCCkvKM,,,,
0,0,0,0,@WizKhaliddd 420blazeitfaggit/10,,,,
1,1,0,1,@BuenasVibraas Wilson disturbed brown's peace by shootin him dead n standing over his body. ppl resort to rioting when they aren't heard,,,,
0,0,0,0,"With my side chick \ud83d\udc23 (@ Douglas Burgers in Norwalk, CA) https://t.co/c5Mamyc76e",,,,
0,0,0,0,@heIIafornia I know that feel,,,,
0,0,0,0,Let me lay in bed for an extra 30 seconds. I'll be so late for school.,,,,
0,0,0,0,@slyqush how have I been,,,,
0,0,0,0,"@KianLawley please follow me, I love you. And  ur very important to me!!!\ud83d\udc99\ud83d\udc99\ud83d\udc99 #followmekiki",,,,
0,0,0,0,@baileellama Bailee you are so cute thank you thank you thank you \ud83d\udc9a\ud83d\udc9a\ud83d\udc9a\ud83d\udc9a\ud83d\udc9a\ud83d\udc9a\ud83c\udf89\ud83c\udf8a,,,,
1,0,0,0,sorry I'm done ranting now,,,,
0,0,0,0,You always bring my mood down \ud83d\ude21,,,,
0,0,0,0,@LidlUK thx for fave xx,,,,
0,0,0,0,#StrikeFastFood early and hard in ATL http://t.co/YpmYAzkot5,,,,
0,0,0,0,@Princess_Margs hey I have class so I'll get it from you some other time,,,,
0,0,0,0,A productive bunny to inspire thy Wednesday @ ralphs for bunnies http://t.co/HikCQKg9NM,,,,
0,0,0,0,Packing gear. #StudioInACar #FordFocus #DoingWork #PhotographerLife @ Chinatown Highbury http://t.co/qgvYh4wLln,,,,
0,0,0,0,Why the hell can't you buy Xmas Comp CDs anywhere two days before the 25th? And don't tell me to download one ya heathens,,,,
0,0,0,0,I'm at ESIT https://t.co/thhfgWIERg,,,,
0,0,0,0,Faith \u26ea...\\n\\n#amomuitotudoisso #amoviajar #amof\u00e9rias #f\u00e9riaspraquetequero #Santiago #Chile\u2026 https://t.co/dHbOw4Gv8E,,,,
0,0,0,0,@SussetCabrera thanks for the tweet and hope you're having a great week! \ud83d\ude18\u2764\ufe0f,,,,
0,0,0,0,my grandma is literally the rock of the family,,,,
0,0,0,0,The thought of trying to get around LA before Maps was created. Nope.,,,,
0,0,0,0,Probably want it so bad but will never get it \ud83d\ude2c,,,,
0,0,0,0,The key to have a #wonderful #wedding is to have a #wonderful #bride. http://t.co/7DInghHgOi http://t.co/8dvUvOxn7i,,,,
0,1,0,0,"Night 1 got locked out of the apartment, night 2 iPhone gets stolen. Madrid has done me dirty.",,,,
0,0,0,0,@FE_MadReal bruhhhhhhhhhh if that wasn't the most accurate tweet ever,,,,
0,0,0,0,"Like a baby girl, you're the cutest, you're the cutest, but you can't always get your way",,,,
0,0,0,0,I've seen the season 6 finale like 18 times,,,,
1,0,0,0,"\\\\\\""@PersianFarrah: All this talk about Ferguson is making me wanna suck a black guys dick &amp; show him that not all white people are racist\\\""\\\""""",,,,
1,0,0,0,my mother is arguing with me over Ferguson im getting so angry im crying,,,,
0,0,0,0,@j_rorke: @PulidoTheGreat @STARRDELBO @EmilyJoyceee just read this. http://t.co/bGbH7crc78 this is very true.,,,,
0,0,0,0,@ScryptoWolf hush you :P,,,,
0,0,0,1,There's literally four helicopters above my room searching for somebody and I can't fucking sleep now.,,,,
0,0,0,0,Backstage at Drake/ Lil Wayne with jamesamodeo @ Forest Hills Tennis Stadium http://t.co/wm67HnAlaJ,,,,
0,0,0,0,@anjalimullany look to my OWS LS  Twitter list. If one goes up for #FloodWallStreet one of the #ows tribe will post info.,,,,
0,0,0,0,Anget,,,,
0,0,0,0,Sunday Bloody Sunday! E,,,,
0,0,0,0,cold as shit in this shop man,,,,
0,0,0,0,"Deleting more numbers cause either you dont respond to my text, i dont use yours or you dont use mine  if i say \\\\\\"" who is this \\\""\\\"" just know.""",,,,
0,0,0,0,The last scheme model of the semester. Final review tomorrow. I will soon be able to breathe.\u2026 http://t.co/vIkl7Vr0Jb,,,,
0,0,0,0,@SoulRevision @aurabogado They didn't have a smartphone??,,,,
0,0,0,0,Orientation day &lt;3 #Bayer #happygirl #nerd #lovemyjob #smilingismyfavorite @ Bayer http://t.co/fSaMGKfqRG,,,,
0,0,0,0,@AdamS @TwitterDC @wexler I am 100% sure your design tram doesn't let the windows open for that reason (and probably dc code).,,,,
0,0,0,0,@AllBlackCaine thank you! \ud83d\ude0a,,,,
0,0,0,0,\u201c@FunnyPicsDepot: Shit was about to go down when you saw this http://t.co/xXp9mrRiB9\u201dFuck yeah man lol,,,,
0,0,0,0,@Skyepestana fergaliscious: (adj.) make them boys go loco,,,,
0,0,1,0,4.5 minutes of silence at the intersection of 14th and Broadway. #FergusonVerdict http://t.co/fYQfE6XSod,,,,
0,0,0,0,"So happy I'm out of the south, I never wanna come back.",,,,
1,0,0,1,Heartbreaking to see these people getting hurt. This government is a piece if shit. #OccupyCentral#UmbrellaRevolution#HongKong,,,,
0,0,0,0,I get my schedule Thursday \ud83d\ude29,,,,
0,0,1,0,"@WILL_MOY watching the news, waiting for the ferguson verdict",,,,
1,0,0,0,Today = pile of ugh. #Ferguson,,,,
0,0,0,0,@fandombeliefs what,,,,
0,0,0,0,Love is sweet when it's with someone special but it is sweeter when it's real,,,,
0,0,0,0,@tiesto How's this for some Monday morning #ClubLife style.... #HKfan #&lt;3Ti\u00ebsto http://t.co/psiD7Psg5p,,,,
0,0,0,0,We just met nd u want to chill,,,,
0,0,0,0,Turn it backwards,,,,
0,0,0,0,Recount shows longtime mayor loses by 2 votes: A recount has confirmed that the longtime mayor of a central New\u2026 http://t.co/B7OBTqOux0,,,,
0,0,0,0,@j0ellle_ oh god,,,,
0,0,0,0,The brilliant Axel Vervoordt on 'The Art of Collecting' @BRAFA_Brussels 60th anniversary lunch @TheConnaught http://t.co/s58x6YvWme,,,,
1,0,1,0,@tobie building a community is not about branding and tooling.,,,,
0,0,0,0,Tonight playing fun music alongside @Meldebarge at @MarqueeNY #nyc #djselect #selections,,,,
0,0,0,0,So bored of looking and feeling rough and ill,,,,
0,0,0,0,"@hedofthebloom @Joshua_Caldwell I think we need a bell first before you get your wings, right?",,,,
0,0,0,0,Fall inspiration \ud83d\udc51\ud83c\udfb6 @ Bleecker St Subway Station http://t.co/9E6Wszpowz,,,,
0,0,0,0,THE NOVEMBER MAN was cool..#PierceBrosnan is always a boss,,,,
0,0,0,0,"@xoxococaaa yeah go ahead. If u have enough people to support you, do as u please",,,,
0,0,0,0,I feel like Rollin in straight dutches tonight,,,,
0,0,0,0,@rtenews typical and will be first to complain that Irish water is substandard,,,,
0,0,0,0,A 14-yo-female tennis player return to higher level of competitive activity and won 3rd prize of junior national tournament after hip scope.,,,,
0,0,0,0,"@NiallOfficial hi, you're the rays on the waves that calm my mind, thank you for this. i really love you, can you follow me? \ud83c\udf40\ud83d\udc95x80",,,,
0,0,0,0,This would have changed the dynamic at the late-stages Wire. http://t.co/ZvMnotx7XO via @bafeldman,,,,
1,0,0,0,"@BarackObama not a time for logical, measured speech on the law. Show some passion, show some love #Ferguson",,,,
1,0,0,0,@CNN you and the rest of the media have set the bar so low smdh! So embarrassed for US #media,,,,
0,0,0,0,"White Beach, Boracay http://t.co/rOEBCNvPAH #Philippines #beachLife #beaches http://t.co/9WdRQjwnCo",,,,
0,0,0,0,Can I get 100 degree weather ?,,,,
0,0,0,0,"Odus, you stupid bird. Stop falling already.",,,,
0,0,0,0,@Dougie_King14 @dutches_von @BigAssMiguel_ LMFAOO \ud83d\ude02\ud83d\ude02,,,,
0,0,0,0,Graffiti Tracking: 601 Arizona ave,,,,
0,0,0,0,I am a bull rider- wheeeah-- @ Wall street in manhattan http://t.co/rXjqGfViZE,,,,
0,0,0,0,Hagel should get some balls and stand up for America I lost respect for that man after you let Obama punk him like that,,,,
0,0,0,0,Me &amp; My Father Stay Going Back &amp; Forth Tf I'm Tired Of It \ud83d\ude21\ud83d\ude06\ud83d\ude20,,,,
0,0,0,0,@ranevicijyga   Thank you for the follow! @ranevicijyga,,,,
0,0,0,1,When they put those hands up signs on their building I bet they thought it would be safe from looting #Ferguson,,,,
0,0,0,0,my body clock is so fucked up!!!,,,,
0,0,0,0,"and now I try hard to make it I just wanna make you proud, I'm never gonna be good enough for you",,,,
0,0,0,0,"Human Resources Internship - Greenpeace USA: (#Washington, DC) http://t.co/zbYB8xDADj #HR #Job #Jobs #TweetMyJobs",,,,
0,0,0,0,The grind was real today...,,,,
0,0,0,0,my dad is on the phone with my cousin from Mexico. I wonder which relative is in jail now...,,,,
0,0,0,0,@hotsluan aham,,,,
0,0,0,0,@ObamaNews To @aissatou_kane \ud83d\ude2d http://t.co/Dl0leVU7yg\\n@aissatou_kane To @ObamaNews I'M not a hoe I just fuckkk a lottt,,,,
0,0,0,0,"everybody be mad as hell in the crib when King of the Fall come on, thas my shit\ud83d\udc83",,,,
0,0,0,0,Bang bang all over you @JacobWhitesides,,,,
0,0,0,0,"I'm at New York Sports Club in New York, NY https://t.co/GsUhWKn44l",,,,
0,0,0,0,@yana_soriano @raquel_sejour STAHP you make my heart smile :'),,,,
1,0,0,1,Oakland/Bay Area. \\nShare the Legal Aid number: 415-285-1011 Call if you are arrested. #FergusonOakland @Rasheed_Shabazz,,,,
1,1,0,0,@laylooney: Its crazy how yall taking it to the heart over mike brown but we killing eachother everyday and aint nobody doing SHIT ABOUT IT,,,,
0,0,0,0,"New York, New York\\nDoes it taste right? Does it feel right?\\nNew York, New York\\nDoes it burn bright, all the starlight?",,,,
0,0,0,0,Dropped his ass lol,,,,
0,0,0,0,Siiiiiick,,,,
1,0,0,0,"\\\\\\""I think its horrible what happened\\\""\\\"" \\nITS STILL HAPPENING""",,,,
1,0,1,0,Heart is pounding while waiting for this decision #mikebrownverdict,,,,
0,0,0,0,Poppin' bottles...of cough syrup. Beautiful.,,,,
0,0,0,0,That's not even half of my clothes which is the sad part. I need to stop shopping,,,,
0,0,0,0,Tayna is back,,,,
0,0,0,0,Lmao! Boy y'all funny man,,,,
0,0,0,0,Good to hear that reputable editors are keen to balance the speed of news vs. validity. @louiseroug @MiriamElder @moneyries  #MediaSummit,,,,
0,0,0,0,@sarahmarin0 please.,,,,
0,0,0,1,*NOW Both Side$ Of 580*.....#ShutItDown4MikeBrown @ Interstate 580 http://t.co/Ms5qFYhP8i,,,,
0,0,0,0,Csus done\\nUcs done\\nPrivates incomplete,,,,
1,0,0,0,"Nigga, negro, and N-word are all off limits",,,,
0,0,0,0,stop tellin those lies about me girl and i might jst call you back one day,,,,
0,0,0,0,@nhales80 @megganpez also most of reload...,,,,
1,0,0,0,America isn't going to progress by ranting on social media about what we think is right.,,,,
0,0,0,0,With erin at @gandariacity \u2014 https://t.co/j9Wfpp61oR,,,,
0,0,0,0,Especially if lecture is reading word for word off of a PowerPoint slide that ic can can easily get on blackboard,,,,
0,0,0,0,"I'm at Polo @RalphLauren Women (Factory Store) in Las Rozas de Madrid, Madrid https://t.co/Hjnfaj1CFw",,,,
0,0,0,0,"I'm at @Pinkberry in Los Angeles, CA https://t.co/WnyFg0MjqD",,,,
0,0,0,0,\u201c@Gimmeda_D: Lock me up in a room with @BubblePOPPA and he can tie me up and do whatever he want for how long he want.\u201d I'd have 2 SEE U 1st,,,,
0,0,0,0,\ud83d\ude2e\ud83d\ude2e\ud83d\udc4f\ud83d\udc4f \u201c@girlposts: this is pretty cool \ud83d\ude33\ud83c\udf00 http://t.co/7Lzm3wcayz\u201d,,,,
